group,valid,validity,EER,FNMR@FMR=1e-3,FNMR@FMR=1e-4,accuracy,balanced_accuracy,TPR,FPR,FNR,TNR,TP,FP,TN,FN
overall,True,,0.49998969008392274,0.9999793801678455,0.9999793801678455,0.9463861902676636,0.9380326225338014,0.9204693073798379,0.044404062312235294,0.07953069262016207,0.9555959376877647,44640,6060,130414,3857
asian_females,True,,0.4997530864197531,0.9995061728395062,0.9995061728395062,0.9175538821085433,0.903992226230889,0.8753909465020576,0.06740649404027949,0.12460905349794239,0.9325935059597205,5318,1148,15883,757
asian_males,True,,0.4996701302985321,0.9993402605970642,0.9993402605970642,0.920948104654175,0.9165990997097875,0.9074715487382484,0.0742733493186736,0.0925284512617516,0.9257266506813264,5502,1270,15829,561
black_females,True,,0.4998349834983498,0.9996699669966996,0.9996699669966996,0.9506776945394708,0.9431242236241473,0.9272277227722773,0.04097927552398286,0.07277227722772277,0.9590207244760172,5619,698,16335,441
black_males,True,,0.49991749174917494,0.9998349834983499,0.9998349834983499,0.9453138509424174,0.9449092718550205,0.944059405940594,0.05424086223055295,0.05594059405940594,0.9457591377694471,5721,926,16146,339
indian_females,True,,0.49991738268341046,0.9998347653668209,0.9998347653668209,0.9491628088088955,0.9294733870258243,0.8881361533377395,0.029189379286091086,0.11186384666226042,0.9708106207139089,5375,498,16563,677
indian_males,True,,0.499835255354201,0.999670510708402,0.999670510708402,0.9485036164407293,0.9396316240410829,0.9209225700164745,0.04165932193430871,0.07907742998352553,0.9583406780656912,5590,709,16310,480
white_females,True,,0.4999174099768748,0.9998348199537496,0.9998348199537496,0.9672592015916267,0.9642860938144848,0.9580442682523951,0.029472080623425323,0.04195573174760489,0.9705279193765747,5800,503,16564,254
white_males,True,,0.4995876628731651,0.9991753257463302,0.9991753257463302,0.9716691859209674,0.9622912727848348,0.9426026719445819,0.01802012637491224,0.05739732805541811,0.9819798736250878,5715,308,16784,348
