group,threshold
asian_females,0.4327611178010553
asian_males,0.4352741080361444
black_females,0.440604363475834
black_males,0.4225270001141278
indian_females,0.4333217521090884
indian_males,0.4075766696824922
white_females,0.33133636616371764
white_males,0.3323422062385071
